sequenceID	record_ID	organism	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	virus_species	virus_order	virus_family	virus_genus	virus_type
212500.Pipistrellus_pipistrellus.N	212500	Pipistrellus_pipistrellus	low_coverage	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	ORF	PVIQ01030697.1	4668	5276	609	EBLN-Eptesicus	N	+	146	41.899	2.09	44	2	180	40	576	179	0	104	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212357.Aotus_nancymaae.N	212357	Aotus_nancymaae	low_coverage	ncbi_1.0_April_2015	ana_ref_Anan_1.0_chrUn.fa	ORF	gi|816317442|ref|NW_012169979.1|	6185728	6186513	786	EBLN-Eptesicus	N	-	145	43.333	2.35	43	2	180	139	678	180	1	101	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212391.Eptesicus_fuscus.N	212391	Eptesicus_fuscus	low_coverage	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_27.fa	ORF	gi|411113530|gb|JH980033.1|	3837	4247	411	EBLN-Eptesicus	N	+	145	64.078	4.43	45	1	103	103	411	103	0	37	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212498.Pipistrellus_pipistrellus.N	212498	Pipistrellus_pipistrellus	low_coverage	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	ORF	PVIQ01008782.1	43670	44368	699	EBLN-Eptesicus	N	-	145	49.444	8.07	44	2	180	73	603	180	2	87	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212488.Pan_troglodytes.N	212488	Pan_troglodytes	complete	goldenpath_panTro4	panTro4.fa	ORF	chr11	72771915	72772520	606	EBLN-Eptesicus	N	-	144	46.25	1.25	43	21	180	10	489	160	0	86	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212416.Lasiurus_borealis.N	212416	Lasiurus_borealis	low_coverage	LasBor_v1	GCA_004026805.1_LasBor_v1_BIUU_genomic.fna	ORF	PVJN01026330.1	25885	26223	339	EBLN-Eptesicus	N	-	144	77.778	5.86	45	1	90	70	339	90	0	20	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212352.Antrozous_pallidus.N	212352	Antrozous_pallidus	low_coverage	AntPal_v1_BIUU	GCA_007922775.1_AntPal_v1_BIUU_genomic.fna	ORF	VMDP01061247.1	2698	3222	525	EBLN-Eptesicus	N	-	143	56.028	1.12	43	40	180	1	393	141	2	52	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212384.Eptesicus_fuscus.N	212384	Eptesicus_fuscus	low_coverage	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_14.fa	ORF	gi|411115907|gb|JH977656.1|	1359138	1359605	468	EBLN-Eptesicus	N	+	142	60.714	1.61	43	1	112	112	447	112	0	44	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212513.Pygathrix_nemaeus.N	212513	Pygathrix_nemaeus	low_coverage	PygNem_v1_BIUU	GCA_004024825.1_PygNem_v1_BIUU_genomic.fna	ORF	PVHW010004380.1	112863	113468	606	EBLN-Eptesicus	N	-	142	46.25	6.09	43	21	180	10	489	160	0	86	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212386.Eptesicus_fuscus.N	212386	Eptesicus_fuscus	low_coverage	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_2.fa	ORF	gi|411115949|gb|JH977614.1|	7071642	7072346	705	EBLN-Eptesicus	N	+	141	43.787	3.44	42	1	169	166	672	169	0	95	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212517.Rhinopithecus_bieti.N	212517	Rhinopithecus_bieti	low_coverage	ASM169854v1	GCF_001698545.1_ASM169854v1_genomic.fna	ORF	NW_016808027.1	727877	728410	534	EBLN-Eptesicus	N	+	141	46.25	5.72	43	21	180	34	513	160	0	86	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212520.Rhinopithecus_roxellana.N	212520	Rhinopithecus_roxellana	low_coverage	ncbi_100_2014-11-18	61622_ref_Rrox_v1_chrUn.fa	ORF	gi|723408557|ref|NW_010805899.1|	2243309	2243938	630	EBLN-Eptesicus	N	+	141	46.25	1.32	42	21	180	34	513	160	0	86	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212529.Semnopithecus_entellus.N	212529	Semnopithecus_entellus	low_coverage	SemEnt_v1	GCA_004025065.1_SemEnt_v1_BIUU_genomic.fna	ORF	PVII010028333.1	15111	15716	606	EBLN-Eptesicus	N	-	141	46.25	1.82	42	21	180	10	489	160	0	86	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212346.Antrozous_pallidus.N	212346	Antrozous_pallidus	low_coverage	AntPal_v1_BIUU	GCA_007922775.1_AntPal_v1_BIUU_genomic.fna	ORF	VMDP01054081.1	2775	3260	486	EBLN-Eptesicus	N	-	140	54.61	8.16	43	40	180	1	393	141	1	54	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212539.Thylacine_cynocephalus.N	212539	Thylacine_cynocephalus	low_coverage	Refassem_1	GCA_007646695.1_UniMelb_Thylacine_Refassem_1_genomic.fna	ORF	VAHE01000246.1	1510936	1511592	657	EBLN-Eptesicus	N	+	140	43.503	5.3	42	1	177	70	576	177	3	92	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212465.Nasalis_larvatus.N	212465	Nasalis_larvatus	low_coverage	goldepath_nasLar1_2015-12	nasLar1.fa	ORF	chr14	69616015	69616620	606	EBLN-Eptesicus	N	-	139	45.625	5.81	42	21	180	10	489	160	0	87	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212453.Myotis_davidii.N	212453	Myotis_davidii	low_coverage	bgi_1.1_april_2013	Myotis_dav_unplaced.scaf.fa_27.fa	ORF	gi|432008160|gb|KB194729.1|	922	1320	399	EBLN-Eptesicus	N	+	137	57.798	7.17	42	1	109	67	393	109	0	46	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212532.Sorex_araneus.N	212532	Sorex_araneus	complete	goldenpath_sorAra2	sorAra2.fa	ORF	JH798184	663449	663997	549	EBLN-Eptesicus	N	-	137	41.615	2.04	41	1	161	67	549	161	0	94	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212506.Plecturocebus_donacophilus.N	212506	Plecturocebus_donacophilus	low_coverage	CalDon_v1_BIUU	GCA_004027715.1_CalDon_v1_BIUU_genomic.fna	ORF	PVKP010026495.1	23143	23871	729	EBLN-Eptesicus	N	-	137	40.984	1.31	40	2	180	73	621	183	2	104	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212483.Otolemur_garnettii.N	212483	Otolemur_garnettii	complete	goldenpath_otoGar3	otoGar3.fa	ORF	GL873548	7693698	7694249	552	EBLN-Eptesicus	N	+	137	44.156	4.37	41	12	165	97	552	154	1	84	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212348.Antrozous_pallidus.N	212348	Antrozous_pallidus	low_coverage	AntPal_v1_BIUU	GCA_007922775.1_AntPal_v1_BIUU_genomic.fna	ORF	VMDP01008500.1	35822	36517	696	EBLN-Eptesicus	N	-	137	41.566	1.9	40	1	166	199	696	166	0	97	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212445.Murina_aurata_feae.N	212445	Murina_aurata_feae	low_coverage	MurFea_v1	GCA_004026665.1_MurFea_v1_BIUU_genomic.fna	ORF	PVJC01017692.1	9970	10461	492	EBLN-Eptesicus	N	-	137	48.571	1.97	41	1	140	67	483	140	1	71	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212879.Nycticeius_humeralis.N	212879	Nycticeius_humeralis	low_coverage	NycHum_v1_BIUU	GCA_007922795.1_NycHum_v1_BIUU_genomic.fna	ORF	VMDQ010140444.1	688	1140	453	EBLN-Eptesicus	N	-	135	59.016	7.9	41	59	180	49	414	122	0	50	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212524.Saguinus_imperator.N	212524	Saguinus_imperator	low_coverage	SagImp_v1_BIUU	GCA_004024885.1_SagImp_v1_BIUU_genomic.fna	ORF	PVHO010006787.1	25602	26045	444	EBLN-Eptesicus	N	-	135	45.578	3.23	41	28	174	4	444	147	0	80	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212419.Lasiurus_borealis.N	212419	Lasiurus_borealis	low_coverage	LasBor_v1	GCA_004026805.1_LasBor_v1_BIUU_genomic.fna	ORF	PVJN01010317.1	54249	54575	327	EBLN-Eptesicus	N	+	133	76.744	4.99	41	1	86	70	327	86	0	20	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212350.Antrozous_pallidus.N	212350	Antrozous_pallidus	low_coverage	AntPal_v1_BIUU	GCA_007922775.1_AntPal_v1_BIUU_genomic.fna	ORF	VMDP01026213.1	16803	17357	555	EBLN-Eptesicus	N	-	132	43.478	2.85	39	1	161	76	555	161	1	90	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212358.Aotus_nancymaae.N	212358	Aotus_nancymaae	low_coverage	ncbi_1.0_April_2015	ana_ref_Anan_1.0_chrUn.fa	ORF	gi|816290571|ref|NW_012183869.1|	13216183	13216623	441	EBLN-Eptesicus	N	+	131	45.578	1.97	39	28	174	1	441	147	0	80	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212504.Pithecia_pithecia.N	212504	Pithecia_pithecia	low_coverage	PitPit_v1	GCA_004026645.1_PitPit_v1_BIUU_genomic.fna	ORF	PVIP01003861.1	123250	123873	624	EBLN-Eptesicus	N	+	131	41.954	1.14	38	1	174	112	624	174	1	98	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212383.Eptesicus_fuscus.N	212383	Eptesicus_fuscus	low_coverage	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_1.fa	ORF	gi|411115951|gb|JH977612.1|	46026801	46027331	531	EBLN-Eptesicus	N	+	130	44.828	1.86	38	36	180	4	438	145	0	80	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212390.Eptesicus_fuscus.N	212390	Eptesicus_fuscus	low_coverage	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_26.fa	ORF	gi|411115525|gb|JH978038.1|	37255	37716	462	EBLN-Eptesicus	N	+	130	41.558	6.05	39	15	168	1	462	154	0	90	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212377.Dipodomys_ordii.N	212377	Dipodomys_ordii	complete	ensembl_79_dipOrd1	Dipodomys_ordii.dipOrd1.dna.nonchromosomal.fa	ORF	GeneScaffold_1030_dna:genescaffold_genescaffold:dipOrd1:GeneScaffold_1030:1:78192:1_REF	10413	11123	711	EBLN-Eptesicus	N	-	130	42.105	7.84	38	29	180	160	615	152	0	88	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212526.Saimiri_boliviensis.N	212526	Saimiri_boliviensis	complete	goldenpath_saiBol1	saiBol1.fa	ORF	JH378113	5468317	5468943	627	EBLN-Eptesicus	N	-	129	41.954	8.99	38	1	174	136	627	174	2	91	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212379.Dipodomys_stephensi.N	212379	Dipodomys_stephensi	low_coverage	DipSte_v1_BIUU	GCA_004024685.1_DipSte_v1_BIUU_genomic.fna	ORF	PVHN010001103.1	83731	84441	711	EBLN-Eptesicus	N	+	129	42.105	1.68	37	29	180	160	615	152	0	88	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212474.Nycticeius_humeralis.N	212474	Nycticeius_humeralis	low_coverage	NycHum_v1_BIUU	GCA_007922795.1_NycHum_v1_BIUU_genomic.fna	ORF	VMDQ010003679.1	15679	16323	645	EBLN-Eptesicus	N	+	129	45.312	9.98	38	1	180	13	549	192	4	80	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212361.Callithrix_jacchus.N	212361	Callithrix_jacchus	low_coverage	goldenpath_calJac3	calJac3.fa	ORF	chr11	63682522	63683169	648	EBLN-Eptesicus	N	+	128	41.618	3.6	37	1	173	136	645	173	1	98	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
67965.Eptesicus_fuscus.N	67965	Eptesicus_fuscus	low_coverage	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_24.fa	ORF	gi|411115757|gb|JH977806.1|	798972	799406	435	EBLN-Eptesicus	N	+	127	42.759	5.94	38	36	180	1	435	145	0	83	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212353.Antrozous_pallidus.N	212353	Antrozous_pallidus	low_coverage	AntPal_v1_BIUU	GCA_007922775.1_AntPal_v1_BIUU_genomic.fna	ORF	VMDP01008917.1	33312	33896	585	EBLN-Eptesicus	N	-	127	42.169	2.84	37	1	166	97	585	166	3	93	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212374.Colobus_angolensis_palliatus.N	212374	Colobus_angolensis_palliatus	low_coverage	ncbi_100_2015	336983_ref_Cang.pa_1.0_chrUn.fa	ORF	gi|786078151|ref|NW_012115211.1|	1472143	1472745	603	EBLN-Eptesicus	N	+	127	43.827	6.11	37	21	180	10	495	162	1	89	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212435.Meriones_unguiculatus.N	212435	Meriones_unguiculatus	low_coverage	MunDraft-v1.0	GCA_002204375.1_MunDraft-v1.0_genomic.fna	ORF	NHTI01002016.1	19225	19563	339	EBLN-Eptesicus	N	+	126	57.759	5.77	38	65	180	1	339	116	3	46	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212470.Nycticeius_humeralis.N	212470	Nycticeius_humeralis	low_coverage	NycHum_v1_BIUU	GCA_007922795.1_NycHum_v1_BIUU_genomic.fna	ORF	VMDQ010021893.1	11475	12245	771	EBLN-Eptesicus	N	+	125	42.941	1.53	35	15	180	181	669	170	4	86	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212468.Nycticebus_coucang.N	212468	Nycticebus_coucang	low_coverage	NycCou_v1_BIUU	GCA_004027815.1_NycCou_v1_BIUU_genomic.fna	ORF	PVIV010004417.1	30727	31158	432	EBLN-Eptesicus	N	+	124	41.722	7.43	37	15	165	1	432	151	1	81	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212510.Pongo_abelii.N	212510	Pongo_abelii	complete	goldenpath_ponAbe2	chr10.fa	ORF	chr10	93331607	93331996	390	EBLN-Eptesicus	N	-	122	49.55	5.17	36	70	180	1	333	111	0	56	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212528.Sarcophilus_harrisii.N	212528	Sarcophilus_harrisii	complete	goldenpath_sarHar1	sarHar1.fa_1.fa	ORF	chr1_GL834670_random	1511611	1512138	528	EBLN-Eptesicus	N	+	122	43.478	2.31	35	1	161	70	528	161	3	83	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212395.Eptesicus_fuscus.N	212395	Eptesicus_fuscus	low_coverage	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_7.fa	ORF	gi|411115937|gb|JH977626.1|	2710066	2710650	585	EBLN-Eptesicus	N	+	121	45.455	7.5	35	60	180	31	393	121	0	66	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212495.Pipistrellus_pipistrellus.N	212495	Pipistrellus_pipistrellus	low_coverage	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	ORF	PVIQ01010519.1	11587	12237	651	EBLN-Eptesicus	N	-	120	41.111	4.24	34	1	180	31	555	180	2	101	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212351.Antrozous_pallidus.N	212351	Antrozous_pallidus	low_coverage	AntPal_v1_BIUU	GCA_007922775.1_AntPal_v1_BIUU_genomic.fna	ORF	VMDP01005748.1	10093	10575	483	EBLN-Eptesicus	N	+	119	45.865	9.14	35	1	133	94	483	133	1	69	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212404.Gorilla_gorilla.N	212404	Gorilla_gorilla	complete	goldenpath_gorGor3	gorGor3.fa	ORF	chr10	107785355	107785795	441	EBLN-Eptesicus	N	-	119	48.649	8.34	35	70	180	1	333	111	0	57	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212521.Rhizomys_pruinosus.N	212521	Rhizomys_pruinosus	low_coverage	RhiPru_v1_BIUU	GCA_004026225.1_RhiPru_v1_BIUU_genomic.fna	ORF	PVIM010002355.1	13185	13730	546	EBLN-Eptesicus	N	-	118	43.243	5.9	34	33	179	1	441	148	2	82	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212536.Theropithecus_gelada.N	212536	Theropithecus_gelada	low_coverage	Tgel_1.0	GCF_003255815.1_Tgel_1.0_genomic.fna	ORF	NC_037677.1	90957046	90957606	561	EBLN-Eptesicus	N	-	117	40	1.46	33	1	162	70	561	165	3	95	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212491.Papio_anubis.N	212491	Papio_anubis	low_coverage	goldenpath_papAnu2	papAnu2.fa_5.fa	ORF	chr9	86513593	86514153	561	EBLN-Eptesicus	N	-	117	40	2.54	33	1	162	70	561	165	3	95	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212480.Nycticeius_humeralis.N	212480	Nycticeius_humeralis	low_coverage	NycHum_v1_BIUU	GCA_007922795.1_NycHum_v1_BIUU_genomic.fna	ORF	VMDQ010011563.1	4714	5311	598	EBLN-Eptesicus	N	-	115	62.069	4.66	53	94	180	317	577	87	0	33	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212533.Sorex_araneus.N	212533	Sorex_araneus	complete	goldenpath_sorAra2	sorAra2.fa	ORF	JH798158	10081048	10081554	507	EBLN-Eptesicus	N	+	114	38.849	2.77	32	1	139	91	507	139	0	85	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212472.Nycticeius_humeralis.N	212472	Nycticeius_humeralis	low_coverage	NycHum_v1_BIUU	GCA_007922795.1_NycHum_v1_BIUU_genomic.fna	ORF	VMDQ010021795.1	9275	9634	360	EBLN-Eptesicus	N	-	114	64.706	4.48	33	96	180	1	246	85	1	27	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212407.Homo_sapiens.N	212407	Homo_sapiens	complete	goldenpath_hg19_2009	chr10.fa	ORF	chr10	96294094	96294426	333	EBLN-Eptesicus	N	-	113	46.847	7.28	33	70	180	1	333	111	0	59	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212438.Murina_aurata_feae.N	212438	Murina_aurata_feae	low_coverage	MurFea_v1	GCA_004026665.1_MurFea_v1_BIUU_genomic.fna	ORF	PVJC01015152.1	5546	6241	696	EBLN-Eptesicus	N	-	113	43.333	2.1	31	1	180	76	609	180	1	100	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212411.Homo_sapiens.N	212411	Homo_sapiens	complete	goldenpath_hg38_chromosome	chr10.fa	ORF	chr10	94534337	94534669	333	EBLN-Eptesicus	N	-	113	46.847	7.28	33	70	180	1	333	111	0	59	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212489.Pan_troglodytes.N	212489	Pan_troglodytes	complete	goldenpath_panTro4	panTro4.fa	ORF	chr10	94092861	94093187	327	EBLN-Eptesicus	N	-	113	47.706	4.97	33	70	178	1	327	109	0	57	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212347.Antrozous_pallidus.N	212347	Antrozous_pallidus	low_coverage	AntPal_v1_BIUU	GCA_007922775.1_AntPal_v1_BIUU_genomic.fna	ORF	VMDP01226639.1	581	1072	492	EBLN-Eptesicus	N	+	111	42.069	1.66	31	1	145	58	492	145	0	84	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212499.Pipistrellus_pipistrellus.N	212499	Pipistrellus_pipistrellus	low_coverage	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	ORF	PVIQ01009430.1	44316	44756	441	EBLN-Eptesicus	N	+	110	46.099	2.68	31	40	180	1	420	141	1	75	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212455.Myotis_davidii.N	212455	Myotis_davidii	low_coverage	bgi_1.1_april_2013	Myotis_dav_unplaced.scaf.fa_28.fa	ORF	gi|432003331|gb|KB199558.1|	1411015	1411506	492	EBLN-Eptesicus	N	-	109	48.333	1.47	30	32	149	55	411	120	2	59	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212514.Rattus_norvegicus.N	212514	Rattus_norvegicus	complete	goldenpath_rn6	rn6.fa_1.fa	ORF	chr10	91537576	91538145	570	EBLN-Eptesicus	N	-	109	38.889	2.46	30	1	160	4	483	162	3	95	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212448.Myotis_brandtii.N	212448	Myotis_brandtii	low_coverage	ncbi_100_2013	mbr_ref_ASM41265v1_chrUn.fa	ORF	gi|549512463|ref|NW_005353789.1|	4270480	4270800	321	EBLN-Eptesicus	N	+	108	54.545	5.19	31	64	162	28	321	99	1	44	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212487.Pan_troglodytes.N	212487	Pan_troglodytes	complete	goldenpath_panTro4	panTro4.fa	ORF	chr1	185748498	185748992	495	EBLN-Eptesicus	N	-	107	40.606	8.37	30	5	159	1	495	165	2	88	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212382.Echinops_telfairi.N	212382	Echinops_telfairi	complete	goldenpath_echTel2	echTel2.fa	ORF	JH980309	9347929	9348621	693	EBLN-Eptesicus	N	+	107	38.547	4.16	29	2	180	64	597	179	1	109	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212414.Hystrix_cristata.N	212414	Hystrix_cristata	low_coverage	HysCri_v1_BIUU	GCA_004026905.1_HysCri_v1_BIUU_genomic.fna	ORF	PVJO010003552.1	51151	51477	327	EBLN-Eptesicus	N	+	106	48.276	3.14	30	65	180	1	327	116	1	53	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212342.Acomys_cahirinus.N	212342	Acomys_cahirinus	low_coverage	AcoCah_v1_BIUU	GCA_004027535.1_AcoCah_v1_BIUU_genomic.fna	ORF	PVKX01008191.1	52056	52529	474	EBLN-Eptesicus	N	+	106	45.536	1.85	29	65	176	1	336	112	0	61	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212437.Monodelphis_domestica.N	212437	Monodelphis_domestica	complete	goldenpath_monDom5	chr1.fa	ORF	chr1	501817630	501818001	372	EBLN-Eptesicus	N	+	106	62.195	4.01	30	99	180	1	246	82	0	31	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212362.Cebus_albifrons.N	212362	Cebus_albifrons	low_coverage	CebAlb_v1_BIUU	GCA_004027755.1_CebAlb_v1_BIUU_genomic.fna	ORF	PVKJ010055841.1	5838	6143	306	EBLN-Eptesicus	N	+	103	48.039	2.85	29	70	171	1	306	102	0	53	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212523.Saguinus_imperator.N	212523	Saguinus_imperator	low_coverage	SagImp_v1_BIUU	GCA_004024885.1_SagImp_v1_BIUU_genomic.fna	ORF	PVHO010004585.1	60443	61102	660	EBLN-Eptesicus	N	+	103	35	1	27	1	180	70	606	180	1	116	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212369.Chinchilla_lanigera.N	212369	Chinchilla_lanigera	low_coverage	broad_v0_2012	C_lanigera_v0.assembly.fasta_13.fa	ORF	scaffold00037	10846714	10847046	333	EBLN-Eptesicus	N	+	102	46.226	1.11	28	1	106	13	330	106	0	57	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212365.Cebus_capucinus.N	212365	Cebus_capucinus	low_coverage	Cebus_imitator-1.0	GCA_001604975.1_Cebus_imitator-1.0_genomic.fa	ORF	KV389505.1	4813943	4814713	771	EBLN-Eptesicus	N	-	102	37.778	7.72	27	1	180	136	654	180	2	105	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212341.Acomys_cahirinus.N	212341	Acomys_cahirinus	low_coverage	AcoCah_v1_BIUU	GCA_004027535.1_AcoCah_v1_BIUU_genomic.fna	ORF	PVKX01027270.1	14891	15478	588	EBLN-Eptesicus	N	+	102	35.256	1.35	27	10	165	1	459	156	1	98	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212363.Cebus_albifrons.N	212363	Cebus_albifrons	low_coverage	CebAlb_v1_BIUU	GCA_004027755.1_CebAlb_v1_BIUU_genomic.fna	ORF	PVKJ010011686.1	16973	17743	771	EBLN-Eptesicus	N	-	102	37.778	7.72	27	1	180	136	654	180	2	105	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212397.Eptesicus_fuscus.N	212397	Eptesicus_fuscus	low_coverage	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_9.fa	ORF	gi|411115931|gb|JH977632.1|	17146429	17146773	345	EBLN-Eptesicus	N	+	102	52.273	1.58	28	1	88	79	342	88	0	42	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212460.Myotis_lucifugus.N	212460	Myotis_lucifugus	low_coverage	goldenpath_myoLuc2	myoLuc2.fa	ORF	GL429779	1407236	1407556	321	EBLN-Eptesicus	N	-	101	52.525	2.3	28	64	162	28	321	99	1	46	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212436.Meriones_unguiculatus.N	212436	Meriones_unguiculatus	low_coverage	MunDraft-v1.0	GCA_002204375.1_MunDraft-v1.0_genomic.fna	ORF	NHTI01000971.1	374047	374601	555	EBLN-Eptesicus	N	-	101	49.541	3.29	27	72	180	127	447	109	1	53	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212364.Cebus_capucinus.N	212364	Cebus_capucinus	low_coverage	Cebus_imitator-1.0	GCA_001604975.1_Cebus_imitator-1.0_genomic.fa	ORF	KV389656.1	551133	551438	306	EBLN-Eptesicus	N	-	100	47.059	4.72	28	70	171	1	306	102	0	54	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
212475.Nycticeius_humeralis.N	212475	Nycticeius_humeralis	low_coverage	NycHum_v1_BIUU	GCA_007922795.1_NycHum_v1_BIUU_genomic.fna	ORF	VMDQ010003803.1	27500	28015	516	EBLN-Eptesicus	N	+	100	42.149	7.47	27	1	121	145	507	121	0	70	EBLN-Eptesicus	Mononegavirales	Bornaviridae	EBLN	Endogenous
